"name","value","Game","target"
"REACTOR noop",988.7,"Bank Heist",753.1
"REACTOR noop",61220,"Battle Zone",37187.5
"REACTOR noop",8566.5,"Beam Rider",16926.5
"REACTOR noop",1641.4,"Berzerk",2630.4
"REACTOR noop",75.4,"Bowling",160.7
"REACTOR noop",99.4,"Boxing",12.1
"REACTOR noop",518.4,"Breakout",30.5
"REACTOR noop",3402.8,"Centipede",12017
"REACTOR noop",37568,"Chopper Command",7387.8
"REACTOR noop",194347,"Crazy Climber",35829.4
"REACTOR noop",113128,"Defender",18688.9
"REACTOR noop",100189,"Demon Attack",1971
"REACTOR noop",11.4,"Double Dunk",-16.4
"REACTOR noop",2230.1,"Enduro",860.5
"REACTOR noop",23.2,"Fishing Derby",-38.7
"REACTOR noop",31.4,"Freeway",29.6
"REACTOR noop",8042.1,"Frostbite",4334.7
"REACTOR noop",69135.1,"Gopher",2412.5
"REACTOR noop",1073.8,"Gravitar",3351.4
"REACTOR noop",35542.2,"HERO",30826.4
"REACTOR noop",3.4,"Ice Hockey",0.9
"REACTOR noop",7869.2,"James Bond",302.8
"REACTOR noop",10484.5,"Kangaroo",3035
"REACTOR noop",9930.8,"Krull",2665.5
"REACTOR noop",59799.5,"Kung-Fu Master",22736.3
"REACTOR noop",2643.5,"Montezuma's Revenge",4753.3
"REACTOR noop",2724.3,"Ms. Pacman",6951.6
"REACTOR noop",9907.2,"Name This Game",8049
"REACTOR noop",40092.2,"Phoenix",7242.6
"REACTOR noop",-3.5,"Pitfall!",6463.7
"REACTOR noop",20.7,"Pong",14.6
"REACTOR noop",15177.1,"Private Eye",69571.3
"REACTOR noop",22956.5,"Q*Bert",13455
"REACTOR noop",16608.3,"River Raid",17118
"REACTOR noop",71168,"Road Runner",7845
"REACTOR noop",68.5,"Robotank",11.9
"REACTOR noop",8425.8,"Seaquest",42054.7
"REACTOR noop",-10753.4,"Skiing",-4336.9
"REACTOR noop",2760,"Solaris",12326.7
"REACTOR noop",2448.6,"Space Invaders",1668.7
"REACTOR noop",70038,"Star Gunner",10250
"REACTOR noop",6.7,"Surround",6.5
"REACTOR noop",23.3,"Tennis",-8.3
"REACTOR noop",19401,"Time Pilot",5229.2
"REACTOR noop",272.6,"Tutankham",167.6
"REACTOR noop",64354.2,"Up and Down",11693.2
"REACTOR noop",1597.5,"Venture",1187.5
"REACTOR noop",469366,"Video Pinball",17667.9
"REACTOR noop",13170.5,"Wizard of Wor",4756.5
"REACTOR noop",102760,"Yars Revenge",54576.9
"REACTOR noop",25215.5,"Zaxxon",9173.3
"REACTOR 500 noop",12689.1,"Alien",7127.7
"REACTOR 500 noop",1015.8,"Amidar",1719.5
"REACTOR 500 noop",8323.3,"Assault",742
"REACTOR 500 noop",205914,"Asterix",8503.3
"REACTOR 500 noop",3726.1,"Asteroids",47388.7
"REACTOR 500 noop",302831,"Atlantis",29028.1
"REACTOR 500 noop",1259.7,"Bank Heist",753.1
"REACTOR 500 noop",64070,"Battle Zone",37187.5
"REACTOR 500 noop",11033.4,"Beam Rider",16926.5
"REACTOR 500 noop",2303.1,"Berzerk",2630.4
"REACTOR 500 noop",81,"Bowling",160.7
"REACTOR 500 noop",99.4,"Boxing",12.1
"REACTOR 500 noop",514.8,"Breakout",30.5
"REACTOR 500 noop",3422,"Centipede",12017
"REACTOR 500 noop",107779,"Chopper Command",7387.8
"REACTOR 500 noop",236422,"Crazy Climber",35829.4
"REACTOR 500 noop",223025,"Defender",18688.9
"REACTOR 500 noop",115154,"Demon Attack",1971
"REACTOR 500 noop",23,"Double Dunk",-16.4
"REACTOR 500 noop",2224.2,"Enduro",860.5
"REACTOR 500 noop",30.4,"Fishing Derby",-38.7
"REACTOR 500 noop",31.5,"Freeway",29.6
"REACTOR 500 noop",7932.2,"Frostbite",4334.7
"REACTOR 500 noop",89851,"Gopher",2412.5
"REACTOR 500 noop",2041.8,"Gravitar",3351.4
"REACTOR 500 noop",43360.4,"HERO",30826.4
"REACTOR 500 noop",10.7,"Ice Hockey",0.9
"REACTOR 500 noop",16056.2,"James Bond",302.8
"REACTOR 500 noop",11266.5,"Kangaroo",3035
"REACTOR 500 noop",9896,"Krull",2665.5
"REACTOR 500 noop",65836.5,"Kung-Fu Master",22736.3
"REACTOR 500 noop",2643.5,"Montezuma's Revenge",4753.3
"REACTOR 500 noop",3749.2,"Ms. Pacman",6951.6
"REACTOR 500 noop",9543.8,"Name This Game",8049
"REACTOR 500 noop",46536.4,"Phoenix",7242.6
"REACTOR 500 noop",-8.9,"Pitfall!",6463.7
"REACTOR 500 noop",20.6,"Pong",14.6
"REACTOR 500 noop",15188.8,"Private Eye",69571.3
"REACTOR 500 noop",21509.2,"Q*Bert",13455
"REACTOR 500 noop",17380.7,"River Raid",17118
"REACTOR 500 noop",111310,"Road Runner",7845
"REACTOR 500 noop",70.4,"Robotank",11.9
"REACTOR 500 noop",20994.1,"Seaquest",42054.7
"REACTOR 500 noop",-10870.6,"Skiing",-4336.9
"REACTOR 500 noop",2099.6,"Solaris",12326.7
"REACTOR 500 noop",10153.9,"Space Invaders",1668.7
"REACTOR 500 noop",79521.5,"Star Gunner",10250
"REACTOR 500 noop",7,"Surround",6.5
"REACTOR 500 noop",23.6,"Tennis",-8.3
"REACTOR 500 noop",18841.5,"Time Pilot",5229.2
"REACTOR 500 noop",275.4,"Tutankham",167.6
"REACTOR 500 noop",70790.4,"Up and Down",11693.2
"REACTOR 500 noop",1653.5,"Venture",1187.5
"REACTOR 500 noop",496101,"Video Pinball",17667.9
"REACTOR 500 noop",19530.5,"Wizard of Wor",4756.5
"REACTOR 500 noop",148855,"Yars Revenge",54576.9
"REACTOR 500 noop",27582.5,"Zaxxon",9173.3
"REACTOR ND hs",924.1,"Alien",7127.7
"REACTOR ND hs",174.8,"Amidar",1719.5
"REACTOR ND hs",15041.2,"Assault",742
"REACTOR ND hs",7269.8,"Asterix",8503.3
"REACTOR ND hs",3764.4,"Asteroids",47388.7
"REACTOR ND hs",897803.5,"Atlantis",29028.1
"REACTOR ND hs",852.8,"Bank Heist",753.1
"REACTOR ND hs",84985,"Battle Zone",37187.5
"REACTOR ND hs",9298.9,"Beam Rider",16926.5
"REACTOR ND hs",1221.3,"Berzerk",2630.4
"REACTOR ND hs",63.7,"Bowling",160.7
"REACTOR ND hs",60.2,"Boxing",12.1
"REACTOR ND hs",459,"Breakout",30.5
"REACTOR ND hs",3974.5,"Centipede",12017
"REACTOR ND hs",17312,"Chopper Command",7387.8
"REACTOR ND hs",151295,"Crazy Climber",35829.4
"REACTOR ND hs",162327.5,"Defender",18688.9
"REACTOR ND hs",120682.2,"Demon Attack",1971
"REACTOR ND hs",22.2,"Double Dunk",-16.4
"REACTOR ND hs",2054.3,"Enduro",860.5
"REACTOR ND hs",23.2,"Fishing Derby",-38.7
"REACTOR ND hs",19.4,"Freeway",29.6
"REACTOR ND hs",3497.8,"Frostbite",4334.7
"REACTOR ND hs",36286.2,"Gopher",2412.5
"REACTOR ND hs",544,"Gravitar",3351.4
"REACTOR ND hs",22673.3,"HERO",30826.4
"REACTOR ND hs",11.1,"Ice Hockey",0.9
"REACTOR ND hs",12655.3,"James Bond",302.8
"REACTOR ND hs",9111,"Kangaroo",3035
"REACTOR ND hs",7450.1,"Krull",2665.5
"REACTOR ND hs",48781.5,"Kung-Fu Master",22736.3
"REACTOR ND hs",45,"Montezuma's Revenge",4753.3
"REACTOR ND hs",1102.4,"Ms. Pacman",6951.6
"REACTOR ND hs",11359.7,"Name This Game",8049
"REACTOR ND hs",8650.4,"Phoenix",7242.6
"REACTOR ND hs",-99.2,"Pitfall!",6463.7
"REACTOR ND hs",18.5,"Pong",14.6
"REACTOR ND hs",5638.1,"Private Eye",69571.3
"REACTOR ND hs",18117.8,"Q*Bert",13455
"REACTOR ND hs",12074,"River Raid",17118
"REACTOR ND hs",58568.5,"Road Runner",7845
"REACTOR ND hs",67.1,"Robotank",11.9
"REACTOR ND hs",3802.3,"Seaquest",42054.7
"REACTOR ND hs",-9461.8,"Skiing",-4336.9
"REACTOR ND hs",2000.1,"Solaris",12326.7
"REACTOR ND hs",1240.9,"Space Invaders",1668.7
"REACTOR ND hs",47532,"Star Gunner",10250
"REACTOR ND hs",0.3,"Surround",6.5
"REACTOR ND hs",22.5,"Tennis",-8.3
"REACTOR ND hs",15860.5,"Time Pilot",5229.2
"REACTOR ND hs",162.3,"Tutankham",167.6
"REACTOR ND hs",123798.7,"Up and Down",11693.2
"REACTOR ND hs",26,"Venture",1187.5
"REACTOR ND hs",273249,"Video Pinball",17667.9
"REACTOR ND hs",15265.5,"Wizard of Wor",4756.5
"REACTOR ND hs",87928.9,"Yars Revenge",54576.9
"REACTOR ND hs",14155.5,"Zaxxon",9173.3
"REACTOR hs",2763.9,"Alien",7127.7
"REACTOR hs",423,"Amidar",1719.5
"REACTOR hs",9994.2,"Assault",742
"REACTOR hs",26240.8,"Asterix",8503.3
"REACTOR hs",2771.3,"Asteroids",47388.7
"REACTOR hs",280809.5,"Atlantis",29028.1
"REACTOR hs",710.1,"Bank Heist",753.1
"REACTOR hs",52300,"Battle Zone",37187.5
"REACTOR hs",9941.6,"Beam Rider",16926.5
"REACTOR hs",1186,"Berzerk",2630.4
"REACTOR hs",72.4,"Bowling",160.7
"REACTOR hs",75.1,"Boxing",12.1
"REACTOR hs",465.5,"Breakout",30.5
"REACTOR hs",2584,"Centipede",12017
"REACTOR hs",33150,"Chopper Command",7387.8
"REACTOR hs",182399,"Crazy Climber",35829.4
"REACTOR hs",110446.3,"Defender",18688.9
"REACTOR hs",101435.4,"Demon Attack",1971
"REACTOR hs",11,"Double Dunk",-16.4
"REACTOR hs",2127,"Enduro",860.5
"REACTOR hs",17.7,"Fishing Derby",-38.7
"REACTOR hs",26.9,"Freeway",29.6
"REACTOR hs",4358.7,"Frostbite",4334.7
"REACTOR hs",60743.2,"Gopher",2412.5
"REACTOR hs",583,"Gravitar",3351.4
"REACTOR hs",30253.7,"HERO",30826.4
"REACTOR hs",0.9,"Ice Hockey",0.9
"REACTOR hs",6741,"James Bond",302.8
"REACTOR hs",5143.5,"Kangaroo",3035
"REACTOR hs",7815.9,"Krull",2665.5
"REACTOR hs",49767.9,"Kung-Fu Master",22736.3
"REACTOR hs",984,"Montezuma's Revenge",4753.3
"REACTOR hs",1714.6,"Ms. Pacman",6951.6
"REACTOR hs",8288.8,"Name This Game",8049
"REACTOR hs",34956.5,"Phoenix",7242.6
"REACTOR hs",-138.8,"Pitfall!",6463.7
"REACTOR hs",17.9,"Pong",14.6
"REACTOR hs",5751.4,"Private Eye",69571.3
"REACTOR hs",20689.3,"Q*Bert",13455
"REACTOR hs",11987.3,"River Raid",17118
"REACTOR hs",66247,"Road Runner",7845
"REACTOR hs",63.7,"Robotank",11.9
"REACTOR hs",10694,"Seaquest",42054.7
"REACTOR hs",-11809.5,"Skiing",-4336.9
"REACTOR hs",1740.7,"Solaris",12326.7
"REACTOR hs",2010.2,"Space Invaders",1668.7
"REACTOR hs",67384.5,"Star Gunner",10250
"REACTOR hs",5.1,"Surround",6.5
"REACTOR hs",22.1,"Tennis",-8.3
"REACTOR hs",17205,"Time Pilot",5229.2
"REACTOR hs",164.6,"Tutankham",167.6
"REACTOR hs",48148.6,"Up and Down",11693.2
"REACTOR hs",782,"Venture",1187.5
"REACTOR hs",484384.2,"Video Pinball",17667.9
"REACTOR hs",10995,"Wizard of Wor",4756.5
"REACTOR hs",82113.5,"Yars Revenge",54576.9
"REACTOR hs",20644,"Zaxxon",9173.3
"REACTOR 500 hs",4958.6,"Alien",7127.7
"REACTOR 500 hs",503.2,"Amidar",1719.5
"REACTOR 500 hs",6713.8,"Assault",742
"REACTOR 500 hs",191948,"Asterix",8503.3
"REACTOR 500 hs",4215,"Asteroids",47388.7
"REACTOR 500 hs",274196,"Atlantis",29028.1
"REACTOR 500 hs",876,"Bank Heist",753.1
"REACTOR 500 hs",57075,"Battle Zone",37187.5
"REACTOR 500 hs",12877,"Beam Rider",16926.5
"REACTOR 500 hs",1643.4,"Berzerk",2630.4
"REACTOR 500 hs",76,"Bowling",160.7
"REACTOR 500 hs",55.6,"Boxing",12.1
"REACTOR 500 hs",478.4,"Breakout",30.5
"REACTOR 500 hs",2674.3,"Centipede",12017
"REACTOR 500 hs",71442.5,"Chopper Command",7387.8
"REACTOR 500 hs",209784,"Crazy Climber",35829.4
"REACTOR 500 hs",221671,"Defender",18688.9
"REACTOR 500 hs",113853,"Demon Attack",1971
"REACTOR 500 hs",22,"Double Dunk",-16.4
"REACTOR 500 hs",2138.3,"Enduro",860.5
"REACTOR 500 hs",21.7,"Fishing Derby",-38.7
"REACTOR 500 hs",26.9,"Freeway",29.6
"REACTOR 500 hs",4743.5,"Frostbite",4334.7
"REACTOR 500 hs",89306.8,"Gopher",2412.5
"REACTOR 500 hs",779.8,"Gravitar",3351.4
"REACTOR 500 hs",37833.4,"HERO",30826.4
"REACTOR 500 hs",4.9,"Ice Hockey",0.9
"REACTOR 500 hs",13987.5,"James Bond",302.8
"REACTOR 500 hs",5587.5,"Kangaroo",3035
"REACTOR 500 hs",7621.8,"Krull",2665.5
"REACTOR 500 hs",55357.7,"Kung-Fu Master",22736.3
"REACTOR 500 hs",1045.5,"Montezuma's Revenge",4753.3
"REACTOR 500 hs",2540.1,"Ms. Pacman",6951.6
"REACTOR 500 hs",8207.7,"Name This Game",8049
"REACTOR 500 hs",41426.7,"Phoenix",7242.6
"REACTOR 500 hs",-146.9,"Pitfall!",6463.7
"REACTOR 500 hs",18,"Pong",14.6
"REACTOR 500 hs",5309.4,"Private Eye",69571.3
"REACTOR 500 hs",19505.8,"Q*Bert",13455
"REACTOR 500 hs",13032.9,"River Raid",17118
"REACTOR 500 hs",97663.5,"Road Runner",7845
"REACTOR 500 hs",64.2,"Robotank",11.9
"REACTOR 500 hs",25887.9,"Seaquest",42054.7
"REACTOR 500 hs",-11904.4,"Skiing",-4336.9
"REACTOR 500 hs",1728.3,"Solaris",12326.7
"REACTOR 500 hs",7950.9,"Space Invaders",1668.7
"REACTOR 500 hs",74451.5,"Star Gunner",10250
"REACTOR 500 hs",5.5,"Surround",6.5
"REACTOR 500 hs",22.8,"Tennis",-8.3
"REACTOR 500 hs",16929.5,"Time Pilot",5229.2
"REACTOR 500 hs",162.9,"Tutankham",167.6
"REACTOR 500 hs",49310.4,"Up and Down",11693.2
"REACTOR 500 hs",810,"Venture",1187.5
"REACTOR 500 hs",538975,"Video Pinball",17667.9
"REACTOR 500 hs",16731.5,"Wizard of Wor",4756.5
"REACTOR 500 hs",129871,"Yars Revenge",54576.9
"REACTOR 500 hs",25147.5,"Zaxxon",9173.3
"RAINBOW noop",9491.7,"Alien",7127.7
"RAINBOW noop",5131.2,"Amidar",1719.5
"RAINBOW noop",14198.5,"Assault",742
"RAINBOW noop",428200.3,"Asterix",8503.3
"RAINBOW noop",2712.8,"Asteroids",47388.7
"RAINBOW noop",826659.5,"Atlantis",29028.1
"RAINBOW noop",1358,"Bank Heist",753.1
"RAINBOW noop",62010,"Battle Zone",37187.5
"RAINBOW noop",16850.2,"Beam Rider",16926.5
"RAINBOW noop",2545.6,"Berzerk",2630.4
"RAINBOW noop",30,"Bowling",160.7
"RAINBOW noop",99.6,"Boxing",12.1
"RAINBOW noop",417.5,"Breakout",30.5
"RAINBOW noop",8167.3,"Centipede",12017
"RAINBOW noop",16654,"Chopper Command",7387.8
"RAINBOW noop",168788.5,"Crazy Climber",35829.4
"RAINBOW noop",55105,"Defender",18688.9
"RAINBOW noop",111185.2,"Demon Attack",1971
"RAINBOW noop",-0.3,"Double Dunk",-16.4
"RAINBOW noop",2125.9,"Enduro",860.5
"RAINBOW noop",31.3,"Fishing Derby",-38.7
"RAINBOW noop",34,"Freeway",29.6
"RAINBOW noop",9590.5,"Frostbite",4334.7
"RAINBOW noop",70354.6,"Gopher",2412.5
"RAINBOW noop",1419.3,"Gravitar",3351.4
"RAINBOW noop",55887.4,"HERO",30826.4
"RAINBOW noop",1.1,"Ice Hockey",0.9
"RAINBOW noop",19809,"James Bond",302.8
"RAINBOW noop",14637.5,"Kangaroo",3035
"RAINBOW noop",8741.5,"Krull",2665.5
"RAINBOW noop",52181,"Kung-Fu Master",22736.3
"RAINBOW noop",384,"Montezuma's Revenge",4753.3
"RAINBOW noop",5380.4,"Ms. Pacman",6951.6
"RAINBOW noop",13136,"Name This Game",8049
"RAINBOW noop",108528.6,"Phoenix",7242.6
"RAINBOW noop",0,"Pitfall!",6463.7
"RAINBOW noop",20.9,"Pong",14.6
"RAINBOW noop",4234,"Private Eye",69571.3
"RAINBOW noop",33817.5,"Q*Bert",13455
"RAINBOW noop",22920.8,"River Raid",17118
"RAINBOW noop",62041,"Road Runner",7845
"RAINBOW noop",61.4,"Robotank",11.9
"RAINBOW noop",15898.9,"Seaquest",42054.7
"RAINBOW noop",-12957.8,"Skiing",-4336.9
"RAINBOW noop",3560.3,"Solaris",12326.7
"RAINBOW noop",18789,"Space Invaders",1668.7
"RAINBOW noop",127029,"Star Gunner",10250
"RAINBOW noop",9.7,"Surround",6.5
"RAINBOW noop",0,"Tennis",-8.3
"RAINBOW noop",12926,"Time Pilot",5229.2
"RAINBOW noop",241,"Tutankham",167.6
"RAINBOW noop",125754.6,"Up and Down",11693.2
"RAINBOW noop",5.5,"Venture",1187.5
"RAINBOW noop",533936.5,"Video Pinball",17667.9
"RAINBOW noop",17862.5,"Wizard of Wor",4756.5
"RAINBOW noop",102557,"Yars Revenge",54576.9
"RAINBOW noop",22209.5,"Zaxxon",9173.3
"RAINBOW hs",6022.9,"Alien",6371.3
"RAINBOW hs",202.8,"Amidar",1540.4
"RAINBOW hs",14491.7,"Assault",628.9
"RAINBOW hs",280114,"Asterix",7536
"RAINBOW hs",2249.4,"Asteroids",36517.3
"RAINBOW hs",814684,"Atlantis",26575
"RAINBOW hs",826,"Bank Heist",644.5
"RAINBOW hs",52040,"Battle Zone",33030
"RAINBOW hs",21768.5,"Beam Rider",14961
"RAINBOW hs",1793.4,"Berzerk",2237.5
"RAINBOW hs",39.4,"Bowling",146.5
"RAINBOW hs",54.9,"Boxing",9.6
"RAINBOW hs",379.5,"Breakout",27.9
"RAINBOW hs",7160.9,"Centipede",10321.9
"RAINBOW hs",10916,"Chopper Command",8930
"RAINBOW hs",143962,"Crazy Climber",32667
"RAINBOW hs",47671.3,"Defender",14296
"RAINBOW hs",109670.7,"Demon Attack",3442.8
"RAINBOW hs",-0.6,"Double Dunk",-14.4
"RAINBOW hs",2061.1,"Enduro",740.2
"RAINBOW hs",22.6,"Fishing Derby",5.1
"RAINBOW hs",29.1,"Freeway",25.6
"RAINBOW hs",4141.1,"Frostbite",4202.8
"RAINBOW hs",72595.7,"Gopher",2311
"RAINBOW hs",567.5,"Gravitar",3116
"RAINBOW hs",50496.8,"HERO",25839.4
"RAINBOW hs",-0.7,"Ice Hockey",0.5
"RAINBOW hs",18142.3,"James Bond",368.5
"RAINBOW hs",10841,"Kangaroo",2739
"RAINBOW hs",6715.5,"Krull",2109.1
"RAINBOW hs",28999.8,"Kung-Fu Master",20786.8
"RAINBOW hs",154,"Montezuma's Revenge",4182
"RAINBOW hs",2570.2,"Ms. Pacman",15375
"RAINBOW hs",11686.5,"Name This Game",6796
"RAINBOW hs",103061.6,"Phoenix",6686.2
"RAINBOW hs",-37.6,"Pitfall!",5998.9
"RAINBOW hs",19,"Pong",15.5
"RAINBOW hs",1704.4,"Private Eye",64169.1
"RAINBOW hs",18397.6,"Q*Bert",12085
"RAINBOW hs",15608.1,"River Raid",14382.2
"RAINBOW hs",54261,"Road Runner",6878
"RAINBOW hs",55.2,"Robotank",8.9
"RAINBOW hs",19176,"Seaquest",40425.8
"RAINBOW hs",-11685.8,"Skiing",-3686.6
"RAINBOW hs",2860.7,"Solaris",11032.6
"RAINBOW hs",12629,"Space Invaders",1464.9
"RAINBOW hs",123853,"Star Gunner",9528
"RAINBOW hs",7,"Surround",5.4
"RAINBOW hs",-2.2,"Tennis",-6.7
"RAINBOW hs",11190.5,"Time Pilot",5650
"RAINBOW hs",126.9,"Tutankham",138.3
"RAINBOW hs",92640.6,"Up and Down",9896.1
"RAINBOW hs",45,"Venture",1039
"RAINBOW hs",506817.2,"Video Pinball",15641.1
"RAINBOW hs",14631.5,"Wizard of Wor",4556
"RAINBOW hs",93007.9,"Yars Revenge",47135.2
"RAINBOW hs",19658,"Zaxxon",8443
